카테고리,상품명,가격,작성일자,판매상태,URL
건강기능식품,정관장 에브리타임 샷 20ml 20개입(새상품),"41,000원",끌올 4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%A0%95%EA%B4%80%EC%9E%A5-%EC%97%90%EB%B8%8C%EB%A6%AC%ED%83%80%EC%9E%84-%EC%83%B7-20ml-20%EA%B0%9C%EC%9E%85-%EC%83%88%EC%83%81%ED%92%88-2p86w2qbrgm6/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
건강기능식품,엘레나 30캡슐 1개,"20,000원",끌올 8시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%97%98%EB%A0%88%EB%82%98-30%EC%BA%A1%EC%8A%90-1%EA%B0%9C-j71hojb1jnbc/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
건강기능식품,비타500 데일리스틱 멀티비타민 새상품 미개봉,"15,000원",끌올 12시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B9%84%ED%83%80500-%EB%8D%B0%EC%9D%BC%EB%A6%AC%EC%8A%A4%ED%8B%B1-%EB%A9%80%ED%8B%B0%EB%B9%84%ED%83%80%EB%AF%BC-%EC%83%88%EC%83%81%ED%92%88-%EB%AF%B8%EA%B0%9C%EB%B4%89-gqu4osrphd5v/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
건강기능식품,옵티마 이뮨 멀티비타민 10입 미개봉 새상품,"16,000원",끌올 1일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%98%B5%ED%8B%B0%EB%A7%88-%EC%9D%B4%EB%AE%A8-%EB%A9%80%ED%8B%B0%EB%B9%84%ED%83%80%EB%AF%BC-10%EC%9E%85-%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%83%88%EC%83%81%ED%92%88-u8gnwve4iz2d/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
건강기능식품,다나음 비타민 D D3 5000IU,"10,000원",끌올 1일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%8B%A4%EB%82%98%EC%9D%8C-%EB%B9%84%ED%83%80%EB%AF%BC-d-d3-5000iu-umz42v5auepj/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
건강기능식품,바이탈뷰티 메타그린 슬림업40정 & 칼로리컷 젤리,"30,000원",2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B0%94%EC%9D%B4%ED%83%88%EB%B7%B0%ED%8B%B0-%EB%A9%94%ED%83%80%EA%B7%B8%EB%A6%B0-%EC%8A%AC%EB%A6%BC%EC%97%8540%EC%A0%95-%EC%B9%BC%EB%A1%9C%EB%A6%AC%EC%BB%B7-%EC%A0%A4%EB%A6%AC-zto4cwrtqtku/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
건강기능식품,뉴로랩스 마인드폴 포뮬러 180정,"72,000원",끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%89%B4%EB%A1%9C%EB%9E%A9%EC%8A%A4-%EB%A7%88%EC%9D%B8%EB%93%9C%ED%8F%B4-%ED%8F%AC%EB%AE%AC%EB%9F%AC-180%EC%A0%95-ceacqcaaen8f/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
건강기능식품,락토핏 코어 생유산균 2통,"15,000원",2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%9D%BD%ED%86%A0%ED%95%8F-%EC%BD%94%EC%96%B4-%EC%83%9D%EC%9C%A0%EC%82%B0%EA%B7%A0-2%ED%86%B5-mm2hmtoi4y2j/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
건강기능식품,프레스샷 올인원 토탈 영양 앰플 10개입 (10일분),"18,000원",2일 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%94%84%EB%A0%88%EC%8A%A4%EC%83%B7-%EC%98%AC%EC%9D%B8%EC%9B%90-%ED%86%A0%ED%83%88-%EC%98%81%EC%96%91-%EC%95%B0%ED%94%8C-10%EA%B0%9C%EC%9E%85-10%EC%9D%BC%EB%B6%84-1p7s8bk458o5/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
건강기능식품,스위치온 다이어트 4주 세트,"130,000원",2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%8A%A4%EC%9C%84%EC%B9%98%EC%98%A8-%EB%8B%A4%EC%9D%B4%EC%96%B4%ED%8A%B8-4%EC%A3%BC-%EC%84%B8%ED%8A%B8-gn5oo1wro1vj/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
