카테고리,상품명,가격,작성일자,판매상태,URL
여성의류,조던x트래비스 스캇 블랙후드XL,"86,000원",끌올 2분 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%A1%B0%EB%8D%98x%ED%8A%B8%EB%9E%98%EB%B9%84%EC%8A%A4-%EC%8A%A4%EC%BA%87-%EB%B8%94%EB%9E%99%ED%9B%84%EB%93%9Cxl-rkorw792v44n/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,파비아나필리피 패딩 베스트,"300,000원",13분 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%8C%8C%EB%B9%84%EC%95%84%EB%82%98%ED%95%84%EB%A6%AC%ED%94%BC-%ED%8C%A8%EB%94%A9-%EB%B2%A0%EC%8A%A4%ED%8A%B8-q81m66whzzbw/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,연핑크 트위드 자켓,"60,000원",끌올 13분 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%97%B0%ED%95%91%ED%81%AC-%ED%8A%B8%EC%9C%84%EB%93%9C-%EC%9E%90%EC%BC%93-k61aifi6ev8v/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,핸드메이드 손뜨게 빅사이즈 블랙 진주단추 예쁜 가디건,"25,000원",14분 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%95%B8%EB%93%9C%EB%A9%94%EC%9D%B4%EB%93%9C-%EC%86%90%EB%9C%A8%EA%B2%8C-%EB%B9%85%EC%82%AC%EC%9D%B4%EC%A6%88-%EB%B8%94%EB%9E%99-%EC%A7%84%EC%A3%BC%EB%8B%A8%EC%B6%94-%EC%98%88%EC%81%9C-%EA%B0%80%EB%94%94%EA%B1%B4-1aoaf697zez7/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,H&M 에이치엔앰 노카라 블라우스,"24,000원",15분 전,판매중,https://www.daangn.com/kr/buy-sell/h-m-%EC%97%90%EC%9D%B4%EC%B9%98%EC%97%94%EC%95%B0-%EB%85%B8%EC%B9%B4%EB%9D%BC-%EB%B8%94%EB%9D%BC%EC%9A%B0%EC%8A%A4-549rrrykyc19/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,빅사이즈 꽃나염 아사면 헨리넥 반오픈 약 항아리핏 주머니0 롱 블라우스,"13,000원",17분 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B9%85%EC%82%AC%EC%9D%B4%EC%A6%88-%EA%BD%83%EB%82%98%EC%97%BC-%EC%95%84%EC%82%AC%EB%A9%B4-%ED%97%A8%EB%A6%AC%EB%84%A5-%EB%B0%98%EC%98%A4%ED%94%88-%EC%95%BD-%ED%95%AD%EC%95%84%EB%A6%AC%ED%95%8F-%EC%A3%BC%EB%A8%B8%EB%8B%880-%EB%A1%B1-%EB%B8%94%EB%9D%BC%EC%9A%B0%EC%8A%A4-dahwukj1w97t/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,헤이그 haag 린넨 워크 팬츠 화이트 s 리넨,"90,000원",끌올 17분 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%97%A4%EC%9D%B4%EA%B7%B8-haag-%EB%A6%B0%EB%84%A8-%EC%9B%8C%ED%81%AC-%ED%8C%AC%EC%B8%A0-%ED%99%94%EC%9D%B4%ED%8A%B8-s-%EB%A6%AC%EB%84%A8-n41tf7eb8s5e/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,(새상품) 헤이그 haag 린넨 워크 팬츠 네이비 s 리넨,"100,000원",끌올 17분 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%83%81%ED%92%88-%ED%97%A4%EC%9D%B4%EA%B7%B8-haag-%EB%A6%B0%EB%84%A8-%EC%9B%8C%ED%81%AC-%ED%8C%AC%EC%B8%A0-%EB%84%A4%EC%9D%B4%EB%B9%84-s-%EB%A6%AC%EB%84%A8-htcguhhu88sy/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,네이비 바탕 장미나염 비침 얇은원단 옆트임 롱 블라우스형 자켓,"14,000원",18분 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%84%A4%EC%9D%B4%EB%B9%84-%EB%B0%94%ED%83%95-%EC%9E%A5%EB%AF%B8%EB%82%98%EC%97%BC-%EB%B9%84%EC%B9%A8-%EC%96%87%EC%9D%80%EC%9B%90%EB%8B%A8-%EC%98%86%ED%8A%B8%EC%9E%84-%EB%A1%B1-%EB%B8%94%EB%9D%BC%EC%9A%B0%EC%8A%A4%ED%98%95-%EC%9E%90%EC%BC%93-zu8srecp2vht/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,마인 원피스,"180,000원",끌올 20분 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A7%88%EC%9D%B8-%EC%9B%90%ED%94%BC%EC%8A%A4-yrwzhf7cq7s4/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,시스템 플라워 새틴 스커트 새상품,"50,000원",끌올 20분 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%8B%9C%EC%8A%A4%ED%85%9C-%ED%94%8C%EB%9D%BC%EC%9B%8C-%EC%83%88%ED%8B%B4-%EC%8A%A4%EC%BB%A4%ED%8A%B8-%EC%83%88%EC%83%81%ED%92%88-doe5ytb6usw4/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,점프수트,"50,000원",끌올 20분 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%A0%90%ED%94%84%EC%88%98%ED%8A%B8-8zs3cfhg2bup/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,룰루레몬 자켓,"70,000원",23분 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%A3%B0%EB%A3%A8%EB%A0%88%EB%AA%AC-%EC%9E%90%EC%BC%93-gm8pdv1yr6ta/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,(파워정품)플리츠 플리즈 씨커팬츠 베이지새상품,"290,000원",26분 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%8C%8C%EC%9B%8C%EC%A0%95%ED%92%88-%ED%94%8C%EB%A6%AC%EC%B8%A0-%ED%94%8C%EB%A6%AC%EC%A6%88-%EC%94%A8%EC%BB%A4%ED%8C%AC%EC%B8%A0-%EB%B2%A0%EC%9D%B4%EC%A7%80%EC%83%88%EC%83%81%ED%92%88-i4cj41d8o9ez/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
여성의류,버버리 블랙 트렌치 코트 55,"800,000원",끌올 32분 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B2%84%EB%B2%84%EB%A6%AC-%EB%B8%94%EB%9E%99-%ED%8A%B8%EB%A0%8C%EC%B9%98-%EC%BD%94%ED%8A%B8-55-h5pu425jdks7/?in=%EC%97%AD%EC%82%BC%EB%8F%99-6035
