카테고리,상품명,가격,닉네임,작성일자,URL
생활가전,제스팍 퓨어넥 안마기,"50,000원",부뚜막맨,끌올 6분 전,https://www.daangn.com/kr/buy-sell/%EC%A0%9C%EC%8A%A4%ED%8C%8D-%ED%93%A8%EC%96%B4%EB%84%A5-%EC%95%88%EB%A7%88%EA%B8%B0-98wk7si8xe6q/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
생활가전,신일 900 팬히터 + 가방+ 자석다리,"200,000원",jazzwith,끌올 7분 전,https://www.daangn.com/kr/buy-sell/%EC%8B%A0%EC%9D%BC-900-%ED%8C%AC%ED%9E%88%ED%84%B0-%EA%B0%80%EB%B0%A9-%EC%9E%90%EC%84%9D%EB%8B%A4%EB%A6%AC-n3bd3a1zsn5f/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
생활가전,쿠첸 3인용 전기밥솥,"25,000원",지구생각,14분 전,https://www.daangn.com/kr/buy-sell/%EC%BF%A0%EC%B2%B8-3%EC%9D%B8%EC%9A%A9-%EC%A0%84%EA%B8%B0%EB%B0%A5%EC%86%A5-duxm4o6ftp7o/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
생활가전,홈플래닛 초음파 가습기 4L 새상품,"15,000원",LOVERS,끌올 14분 전,https://www.daangn.com/kr/buy-sell/%ED%99%88%ED%94%8C%EB%9E%98%EB%8B%9B-%EC%B4%88%EC%9D%8C%ED%8C%8C-%EA%B0%80%EC%8A%B5%EA%B8%B0-4l-%EC%83%88%EC%83%81%ED%92%88-g1b97ddrhyj5/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
생활가전,HAIM Im Cam 홈카메라,"67,000원",SK1,끌올 20분 전,https://www.daangn.com/kr/buy-sell/haim-im-cam-%ED%99%88%EC%B9%B4%EB%A9%94%EB%9D%BC-f87u5jp1bzkq/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
