카테고리,상품명,가격,닉네임,작성일자,URL
뷰티/미용,산타 마리아 노벨라 프리지아 향수,"60,000원",숩니니,54분 전,https://www.daangn.com/kr/buy-sell/%EC%82%B0%ED%83%80-%EB%A7%88%EB%A6%AC%EC%95%84-%EB%85%B8%EB%B2%A8%EB%9D%BC-%ED%94%84%EB%A6%AC%EC%A7%80%EC%95%84-%ED%96%A5%EC%88%98-o3y3rkfn214u/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
뷰티/미용,샤넬 하이드레이팅 립밤 미개봉,"41,000원",마루강,끌올 58분 전,https://www.daangn.com/kr/buy-sell/%EC%83%A4%EB%84%AC-%ED%95%98%EC%9D%B4%EB%93%9C%EB%A0%88%EC%9D%B4%ED%8C%85-%EB%A6%BD%EB%B0%A4-%EB%AF%B8%EA%B0%9C%EB%B4%89-3gwi2z8a15dr/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
뷰티/미용,(새상품)바이오가이아 유산균+비타민D 10mL,"30,000원",얏호,1시간 전,https://www.daangn.com/kr/buy-sell/%EC%83%88%EC%83%81%ED%92%88-%EB%B0%94%EC%9D%B4%EC%98%A4%EA%B0%80%EC%9D%B4%EC%95%84-%EC%9C%A0%EC%82%B0%EA%B7%A0-%EB%B9%84%ED%83%80%EB%AF%BCd-10ml-wds4jxtvh3ej/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
뷰티/미용,키인 엘 알파플러스 도어락,"100,000원",띵구,1시간 전,https://www.daangn.com/kr/buy-sell/%ED%82%A4%EC%9D%B8-%EC%97%98-%EC%95%8C%ED%8C%8C%ED%94%8C%EB%9F%AC%EC%8A%A4-%EB%8F%84%EC%96%B4%EB%9D%BD-dj5h4mizkao6/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
뷰티/미용,[미개봉] 코스알엑스 펩타이드 스킨 부스터 세럼 150ml x 3,"33,000원",리엔,끌올 1시간 전,https://www.daangn.com/kr/buy-sell/%EB%AF%B8%EA%B0%9C%EB%B4%89-%EC%BD%94%EC%8A%A4%EC%95%8C%EC%97%91%EC%8A%A4-%ED%8E%A9%ED%83%80%EC%9D%B4%EB%93%9C-%EC%8A%A4%ED%82%A8-%EB%B6%80%EC%8A%A4%ED%84%B0-%EC%84%B8%EB%9F%BC-150ml-x-3-adrrhaaq1ajo/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
