카테고리,상품명,가격,닉네임,작성일자,URL
여성잡화,No-5 여성구두,"13,000원",쭌짱,끌올 49분 전,https://www.daangn.com/kr/buy-sell/no-5-%EC%97%AC%EC%84%B1%EA%B5%AC%EB%91%90-22ofa3ibuzkx/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
여성잡화,셀린느 트리옹프 선글라스 09 블랙,"290,000원",아리맘,1시간 전,https://www.daangn.com/kr/buy-sell/%EC%85%80%EB%A6%B0%EB%8A%90-%ED%8A%B8%EB%A6%AC%EC%98%B9%ED%94%84-%EC%84%A0%EA%B8%80%EB%9D%BC%EC%8A%A4-09-%EB%B8%94%EB%9E%99-et2d1mtzkfpa/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
여성잡화,루이비통 토일렛 26,"70,000원",쇼쇼,1시간 전,https://www.daangn.com/kr/buy-sell/%EB%A3%A8%EC%9D%B4%EB%B9%84%ED%86%B5-%ED%86%A0%EC%9D%BC%EB%A0%9B-26-v8vm5eiuqfmi/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
여성잡화,루즈앤라운지 크로스백,"100,000원",마리나,1시간 전,https://www.daangn.com/kr/buy-sell/%EB%A3%A8%EC%A6%88%EC%95%A4%EB%9D%BC%EC%9A%B4%EC%A7%80-%ED%81%AC%EB%A1%9C%EC%8A%A4%EB%B0%B1-bpi3eopjcb3y/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
여성잡화,메트로시티 체인 숄더백 화이트,"50,000원",마리나,1시간 전,https://www.daangn.com/kr/buy-sell/%EB%A9%94%ED%8A%B8%EB%A1%9C%EC%8B%9C%ED%8B%B0-%EC%B2%B4%EC%9D%B8-%EC%88%84%EB%8D%94%EB%B0%B1-%ED%99%94%EC%9D%B4%ED%8A%B8-vwssgjejqs74/?in=%EC%86%A1%EB%8F%84%EB%8F%99-6543
