카테고리,상품명,가격,작성일자,판매상태,URL
식물,오늘 만든 예쁜 꽃,"23,000원",4시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%98%A4%EB%8A%98-%EB%A7%8C%EB%93%A0-%EC%98%88%EC%81%9C-%EA%BD%83-8fspapjn8gau/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,꽃꽃이 봉침 5점,"10,000원",끌올 11시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EA%BD%83%EA%BD%83%EC%9D%B4-%EB%B4%89%EC%B9%A8-5%EC%A0%90-mhvqfw1etw1u/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,무천이 몬스테라 알보 삽수 (뿌리내림),"30,000원",14시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%AC%B4%EC%B2%9C%EC%9D%B4-%EB%AA%AC%EC%8A%A4%ED%85%8C%EB%9D%BC-%EC%95%8C%EB%B3%B4-%EC%82%BD%EC%88%98-%EB%BF%8C%EB%A6%AC%EB%82%B4%EB%A6%BC-4gonfjmhd8if/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,필로덴드론 마요이 - 화분포함,"14,000원",끌올 23시간 전,판매중,https://www.daangn.com/kr/buy-sell/%ED%95%84%EB%A1%9C%EB%8D%B4%EB%93%9C%EB%A1%A0-%EB%A7%88%EC%9A%94%EC%9D%B4-%ED%99%94%EB%B6%84%ED%8F%AC%ED%95%A8-tr5d9ykgwfi4/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,오늘받은 꽃 화병,"5,000원",끌올 24시간 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%98%A4%EB%8A%98%EB%B0%9B%EC%9D%80-%EA%BD%83-%ED%99%94%EB%B3%91-7omzse7gtr6b/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,4번째 잎 올라오는 중인 알보 몬스테라,"100,000원",끌올 1일 전,판매중,https://www.daangn.com/kr/buy-sell/4%EB%B2%88%EC%A7%B8-%EC%9E%8E-%EC%98%AC%EB%9D%BC%EC%98%A4%EB%8A%94-%EC%A4%91%EC%9D%B8-%EC%95%8C%EB%B3%B4-%EB%AA%AC%EC%8A%A4%ED%85%8C%EB%9D%BC-jmws4286g8sg/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,미니 옹기 화분 모음,"10,000원",1일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%AF%B8%EB%8B%88-%EC%98%B9%EA%B8%B0-%ED%99%94%EB%B6%84-%EB%AA%A8%EC%9D%8C-pp37n98bf3yz/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,뿌리튼튼 핑크 싱고니움🌸,"7,000원",끌올 1일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%BF%8C%EB%A6%AC%ED%8A%BC%ED%8A%BC-%ED%95%91%ED%81%AC-%EC%8B%B1%EA%B3%A0%EB%8B%88%EC%9B%80-ehytiyju613y/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,"뱅갈고무나무 대품, 새상품","110,000원",끌올 1일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B1%85%EA%B0%88%EA%B3%A0%EB%AC%B4%EB%82%98%EB%AC%B4-%EB%8C%80%ED%92%88-%EC%83%88%EC%83%81%ED%92%88-gp1qgpr66d7k/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,꽃다발,"8,000원",2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EA%BD%83%EB%8B%A4%EB%B0%9C-kiq7ypi4zctn/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,꽃다발,"19,000원",2일 전,판매완료,https://www.daangn.com/kr/buy-sell/%EA%BD%83%EB%8B%A4%EB%B0%9C-9uxbtwahnt71/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,꽃다발,"19,000원",2일 전,판매완료,https://www.daangn.com/kr/buy-sell/%EA%BD%83%EB%8B%A4%EB%B0%9C-xhvg76ff2rg2/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,다섯번째 잎 올라오는 알보 몬스테라,"120,000원",끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%8B%A4%EC%84%AF%EB%B2%88%EC%A7%B8-%EC%9E%8E-%EC%98%AC%EB%9D%BC%EC%98%A4%EB%8A%94-%EC%95%8C%EB%B3%B4-%EB%AA%AC%EC%8A%A4%ED%85%8C%EB%9D%BC-2vtg22xu612b/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,드라세나 마지타나,"80,000원",2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%93%9C%EB%9D%BC%EC%84%B8%EB%82%98-%EB%A7%88%EC%A7%80%ED%83%80%EB%82%98-dnqkvkxjf6p5/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,식물/화분 꽃기린 다육식물,"100,000원",끌올 2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EC%8B%9D%EB%AC%BC-%ED%99%94%EB%B6%84-%EA%BD%83%EA%B8%B0%EB%A6%B0-%EB%8B%A4%EC%9C%A1%EC%8B%9D%EB%AC%BC-2k57j6zks678/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,방금 만든 꽃다발 (퍼플),"20,000원",2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B0%A9%EA%B8%88-%EB%A7%8C%EB%93%A0-%EA%BD%83%EB%8B%A4%EB%B0%9C-%ED%8D%BC%ED%94%8C-rrzz25t266hc/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,방금 만든 꽃다발 (레드),"25,000원",2일 전,판매중,https://www.daangn.com/kr/buy-sell/%EB%B0%A9%EA%B8%88-%EB%A7%8C%EB%93%A0-%EA%BD%83%EB%8B%A4%EB%B0%9C-%EB%A0%88%EB%93%9C-3toatwgs1vn8/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
식물,싱싱한 몬스테라 화분,"40,000원",끌올 2일 전,예약중,https://www.daangn.com/kr/buy-sell/%EC%8B%B1%EC%8B%B1%ED%95%9C-%EB%AA%AC%EC%8A%A4%ED%85%8C%EB%9D%BC-%ED%99%94%EB%B6%84-iakixxe4g646/?in=%EB%8C%80%EC%B9%98%EB%8F%99-6032
